"Grandelius,N",0,"Li Chao2",0
"Li Chao2",0,"Li Chao2",0
"Harikrishna,P",0,"Vachier Lagrave,M",0
"Vachier Lagrave,M",0,"Vachier Lagrave,M",0
"Carlsen,M",0,"Kramnik,V",0
"Carlsen,M",0,"Kramnik,V",0
"Aronian,L",0,"Eljanov,P",0
"Aronian,L",0,"Eljanov,P",0
"Topalov,V",0,"Giri,A",0
"Giri,A",0,"Giri,A",0
"Vachier Lagrave,M",0,"Topalov,V",0
"Topalov,V",0,"Topalov,V",0
"Giri,A",0,"Grandelius,N",0
"Grandelius,N",0,"Grandelius,N",0
"Li Chao2",0,"Li Chao2",0
"Li Chao2",0,"Li Chao2",0
"Aronian,L",0,"Carlsen,M",0
"Aronian,L",0,"Carlsen,M",0
"Kramnik,V",0,"Harikrishna,P",0
"Kramnik,V",0,"Harikrishna,P",0
"Grandelius,N",0,"Vachier Lagrave,M",0
"Vachier Lagrave,M",0,"Vachier Lagrave,M",0
"Carlsen,M",0,"Eljanov,P",0
"Carlsen,M",0,"Eljanov,P",0
"Topalov,V",0,"Kramnik,V",0
"Kramnik,V",0,"Kramnik,V",0
"Harikrishna,P",0,"Aronian,L",0
"Aronian,L",0,"Aronian,L",0
"Li Chao2",0,"Giri,A",0
"Giri,A",0,"Giri,A",0
"Svidler,P",0,"Nepomniachtchi,I",0
"Nepomniachtchi,I",0,"Nepomniachtchi,I",0
"Dominguez Perez,L",0,"Dominguez Perez,L",0
"Dominguez Perez,L",0,"Dominguez Perez,L",0
"Vitiugov,N",0,"Najer,E",0
"Vitiugov,N",0,"Najer,E",0
"Zvjaginsev,V",0,"Bu Xiangzhi",0
"Bu Xiangzhi",0,"Bu Xiangzhi",0
"Matlakov,M",0,"Dubov,Daniil",0
"Dubov,Daniil",0,"Dubov,Daniil",0
"Malakhov,V",0,"Rodshtein,M",0
"Rodshtein,M",0,"Rodshtein,M",0
"Grischuk,A",0,"Kamsky,G",0
"Kamsky,G",0,"Kamsky,G",0
"Tomashevsky,E",0,"Tomashevsky,E",0
"Tomashevsky,E",0,"Tomashevsky,E",0
"Jakovenko,D",0,"Timofeev,Arty",0
"Timofeev,Arty",0,"Timofeev,Arty",0
"Rublevsky,S",0,"Rublevsky,S",0
"Rublevsky,S",0,"Rublevsky,S",0
"Kokarev,Dm",0,"Sharafiev,A",0
"Kokarev,Dm",0,"Sharafiev,A",0
"Bocharov,D",0,"Bocharov,D",0
"Bocharov,D",0,"Bocharov,D",0
"Karjakin,Sergey",0,"Grischuk,A",0
"Grischuk,A",0,"Grischuk,A",0
"Tomashevsky,E",0,"Nepomniachtchi,I",0
"Nepomniachtchi,I",0,"Nepomniachtchi,I",0
"Inarkiev,E",0,"Jakovenko,D",0
"Inarkiev,E",0,"Jakovenko,D",0
"Zvjaginsev,V",0,"Zvjaginsev,V",0
"Zvjaginsev,V",0,"Zvjaginsev,V",0
"Dubov,Daniil",0,"Korobov,A",0
"Dubov,Daniil",0,"Korobov,A",0
"Kokarev,Dm",0,"Malakhov,V",0
"Malakhov,V",0,"Malakhov,V",0
"Sjugirov,S",0,"Svidler,P",0
"Sjugirov,S",0,"Svidler,P",0
"Dominguez Perez,L",0,"Lysyj,I",0
"Dominguez Perez,L",0,"Lysyj,I",0
"Oparin,G",0,"Vitiugov,N",0
"Vitiugov,N",0,"Vitiugov,N",0
"Bu Xiangzhi",0,"Predke,A",0
"Predke,A",0,"Predke,A",0
"Frolyanov,D",0,"Matlakov,M",0
"Matlakov,M",0,"Matlakov,M",0
"Fedoseev,Vl3",0,"Geller,J",0
"Fedoseev,Vl3",0,"Geller,J",0
"Tarlev,K",0,"Tarlev,K",0
"Tarlev,K",0,"Tarlev,K",0
"Sek,K",0,"Volkov,Sergey1",0
"Sek,K",0,"Volkov,Sergey1",0
"Kryakvin,D",0,"Sin,Denis",0
"Kryakvin,D",0,"Sin,Denis",0
"Khokhlova,Daria",0,"Shariyazdanov,A",0
"Shariyazdanov,A",0,"Shariyazdanov,A",0
"Bezgodov,A",0,"Chigaev,M",0
"Chigaev,M",0,"Chigaev,M",0
"Rozum,I",0,"Vokarev,S",0
"Vokarev,S",0,"Vokarev,S",0
"Ozgibcev,A",0,"Yevseev,D",0
"Yevseev,D",0,"Yevseev,D",0
"Askerov,Marat",0,"Murzin,Volodar",0
"Murzin,Volodar",0,"Murzin,Volodar",0
"Khismatullin,D",0,"Chekhov,S",0
"Khismatullin,D",0,"Chekhov,S",0
"Yuffa,D",0,"Yuffa,D",0
"Yuffa,D",0,"Yuffa,D",0
"Zhurikhin,A",0,"Zhurikhin,A",0
"Zhurikhin,A",0,"Zhurikhin,A",0
"Aminov,Andrey",0,"Maletin,P",0
"Maletin,P",0,"Maletin,P",0
"Pustovoitova,D",0,"Eliseev,U",0
"Pustovoitova,D",0,"Eliseev,U",0
"Smirnov,Alexey",0,"Smirnov,Alexey",0
"Smirnov,Alexey",0,"Smirnov,Alexey",0
"Babarykin,S",0,"Iljiushenok,I",0
